"","pt","nEvents","start","end","rbm","rst","rowID","pt.samp","rbm.samp","rst.samp","pts","rbms","rsts","pt.samp.s","rbm.samp.s","rst.samp.s","Date","NDVI.Int","ndvi","ite_pt_rst","ite_rbm_rst","ite_pt_rbm","males_PT","males_RST","males_RBM","size_PT","size_RST","size_RBM","males_PT.s","males_RST.s","males_RBM.s","ite_pt_rst.s","ite_rbm_rst.s","ite_pt_rbm.s","yday","yday.s","ndvi.s"
"15",38.25,306,2016-02-26,2016-04-26,25.8461538461538,26.0666666666667,15,549,597,714,0.271649033950191,-0.0637807124041919,0.0881214450536616,-0.841716017530694,-0.483388871142956,0.168114416256313,2016-03-27,NA,0.4719585625,51,21,87,6,14,7,9,17,12,-0.73254109171202,-0.38733272293021,-0.839900085169633,1.37031604732153,1.14532410871419,1.03893320816067,87,-0.911668563699327,0.0511493236378908
"16",41.5294117647059,353,2016-03-27,2016-05-26,29.6923076923077,35.5333333333333,16,655,713,876,0.524608806120406,0.288734629251337,0.976163970667709,0.145494556263605,0.549899379211767,1.33308979126442,2016-04-26,NA,0.49001090625,108,32,107,9,16,7,9,17,11,-0.28506123930875,0.0968331807325525,-0.839900085169633,4.26320548055586,2.52809345947888,1.92271382001757,117,-0.619258831935466,0.25504992245934
"17",24.2352941176471,206,2016-04-26,2016-06-25,19.6923076923077,24.9333333333333,17,515,564,695,-0.809385328732387,-0.627805259053038,-0.0181935051959074,-1.15836846572887,-0.777341563054214,0.0314815019035109,2016-05-26,0.50806325,0.50806325,87,22,67,10,15,5,9,16,11,-0.13590128850766,-0.145249771098829,-1.15097419078802,3.19740411041689,1.27103041332916,0.155152596303767,147,-0.326849100171605,0.45895052128079
"18",18.1176470588235,154,2016-05-26,2016-07-25,15.6,13.1333333333333,18,522,514,559,-1.28127441044902,-1.00288158257452,-1.12511975191201,-1.09317531462924,-1.22272442958642,-0.946522516621811,2016-06-25,NA,0.4666395,44,9,39,8,13,4,10,16,11,-0.43422119010984,-0.629415674761591,-1.30651124359721,1.01504892394187,-0.363151546665475,-1.0821402602959,177,-0.0344393684077436,-0.00892930348877932
"19",28.2352941176471,240,2016-06-25,2016-08-24,22,16.9333333333333,19,699,615,661,-0.500842467609972,-0.416296054059721,-0.768651977545806,0.555280077461238,-0.323051039191362,-0.21301950272782,2016-07-25,NA,0.42521575,43,15,75,8,14,6,10,16,10,-0.43422119010984,-0.38733272293021,-0.995437137978824,0.964296477744778,0.391086281024357,0.508664841046529,207,0.257970363356118,-0.476809128258349
"20",32.1176470588235,274,2016-07-25,2016-09-23,24.8,24.8965517241379,20,745,732,826,-0.20137439652057,-0.159664885334496,-0.0216438889768264,0.983692213258764,0.719144868494006,0.97352949033599,2016-08-24,0.383792,0.383792,36,14,94,7,13,8,11,17,13,-0.58338114091093,-0.629415674761591,-0.684363032360442,0.609029354365123,0.265379976409385,1.34825642231059,237,0.550380095119979,-0.944688953027918
"21",25.7647058823529,220,2016-08-24,2016-10-23,18.4,26.3846153846154,21,735,782,865,-0.691413058303228,-0.746250413849296,0.117947358698337,0.890559140259301,1.16452773502621,1.25398652506016,2016-09-23,0.34090175,0.34090175,28,5,69,9,12,6,11,14,13,-0.28506123930875,-0.871498626592972,-0.995437137978824,0.203009784788374,-0.865976765125362,0.243530657489458,267,0.84278982688384,-1.42913284461965
"22",22.2352941176471,189,2016-09-23,2016-11-22,14.56,25.0769230769231,22,768,783,838,-0.963656759293594,-1.09820173095818,-0.00472373774347334,1.19789828115753,1.17343539235686,1.05982396255881,2016-10-23,NA,0.3242221875,25,3,47,10,13,4,10,12,11,-0.13590128850766,-0.629415674761591,-1.30651124359721,0.0507524461970936,-1.11738937435531,-0.728628015553135,297,1.1351995586477,-1.61752792666155
"23",34.7058823529412,295,2016-10-23,2016-12-22,22.9166666666667,33.9230769230769,23,823,824,886,-0.00172901579430157,-0.33227989763182,0.825110149951126,1.71013018265457,1.53864934291327,1.4050018514501,2016-11-22,0.307542625,0.307542625,22,3,52,9,13,5,10,12,9,-0.28506123930875,-0.629415674761591,-1.15097419078802,-0.101504892394187,-1.11738937435531,-0.50768286258891,327,1.42760929041156,-1.80592300870345
"24",43.2941176470588,368,2016-11-22,2017-01-21,27.2727272727273,32.4166666666667,24,762,743,827,0.660730656615589,0.066970432500768,0.683797857481394,1.14201843735785,0.817129099131091,0.980720696354559,2016-12-22,NA,0.336647416666667,14,7,86,8,11,5,10,12,7,-0.43422119010984,-1.11358157842435,-1.15097419078802,-0.507524461970936,-0.614564155895418,0.994744177567825,357,1.72001902217542,-1.47718539260266
"25",27.8823529411765,237,2016-12-22,2017-02-20,20.9090909090909,18.72,25,666,674,770,-0.528066837709009,-0.516282223692926,-0.601049585387662,0.247940936563013,0.202500743316644,0.570821953296152,2017-01-21,NA,0.365752208333333,18,11,105,8,11,5,9,12,7,-0.43422119010984,-1.11358157842435,-1.15097419078802,-0.304514677182561,-0.111738937435531,1.83433575883188,21,-1.55496997357982,-1.14844777650188
"26",20.1176470588235,171,2017-01-21,2017-03-22,17.5238095238095,19.5833333333333,26,695,732,827,-1.12700297988781,-0.826556765967394,-0.520062608579902,0.518026848261453,0.719144868494006,0.980720696354559,2017-02-20,0.394857,0.394857,18,15,98,8,11,5,9,11,7,-0.43422119010984,-1.11358157842435,-1.15097419078802,-0.304514677182561,0.391086281024357,1.52501254468197,51,-1.26256024181596,-0.819710160401097
"27",24.4705882352941,208,2017-02-20,2017-04-21,18,22,27,774,768,874,-0.791235748666362,-0.782912009381471,-0.293361611724204,1.2537781249572,1.0398205323972,1.31870737922728,2017-03-22,0.436613,0.436613,13,19,93,8,10,6,9,8,7,-0.43422119010984,-1.35566453025573,-0.995437137978824,-0.558276908168029,0.893911499484245,1.30406739171774,81,-0.9701505100521,-0.34807758336309
"28",23.2222222222222,209,2017-03-22,2017-05-21,17.3636363636364,15.4285714285714,28,737,723,798,-0.887529354016658,-0.841237275000841,-0.909809642583049,0.909185754859194,0.638975952518208,0.772175721816071,2017-04-21,0.422421375,0.422421375,20,21,94,8,10,10,9,8,7,-0.43422119010984,-1.35566453025573,-0.373288926742059,-0.203009784788374,1.14532410871419,1.34825642231059,111,-0.677740778288238,-0.508371497318139
"29",16.1111111111111,145,2017-04-21,2017-06-20,10.2,8.57142857142857,29,566,506,548,-1.43604999601206,-1.49781312225888,-1.55305976174011,-0.683389793431608,-1.29398568823158,-1.02562578282607,2017-05-21,NA,0.398370583333333,18,16,68,9,11,10,9,8,7,-0.28506123930875,-1.11358157842435,-0.373288926742059,-0.304514677182561,0.516792585639329,0.199341626896613,141,-0.385331046524377,-0.780024358069988
"30",27.1764705882353,231,2017-05-21,2017-07-20,21.7272727272727,25.4545454545455,30,514,495,494,-0.582515577907082,-0.441292596468022,0.0307000013359798,-1.16768177302881,-1.39196991886866,-1.41395090782877,2017-06-20,NA,0.374319791666667,26,8,56,23,19,24,17,22,22,1.80317807190651,0.823082036226696,1.80422981258662,0.101504892394187,-0.488857851280446,-0.330926740217529,171,-0.0929213147605159,-1.05167721882184
"31",48.1176470588235,409,2017-06-20,2017-08-19,35.5454545454545,46.9090909090909,31,701,661,689,1.03279704796909,0.82519888555257,2.04329317718344,0.57390669206113,0.08670119801827,-0.0116657342079004,2017-07-20,0.350269,0.350269,33,8,79,21,19,23,17,22,22,1.50485817030433,0.823082036226696,1.64869275977743,0.456772015773842,-0.488857851280446,0.685420963417909,201,0.199488417003345,-1.32333007957369
"32",68.1176470588235,579,2017-07-20,2017-09-18,53.3636363636364,57.5454545454545,32,827,678,821,2.57551135358116,2.45830632289491,3.04106182792137,1.74738341185435,0.238131372639221,0.937573460243147,2017-08-19,NA,0.3524805,20,7,90,20,18,23,17,22,22,1.35569821950324,0.580999084395315,1.64869275977743,-0.203009784788374,-0.614564155895418,1.17150029993921,231,0.491898148767207,-1.29835126349649
"33",75.4117647058823,641,2017-08-19,2017-10-18,68.7272727272727,60.9090909090909,33,824,761,809,3.13814833562792,3.86644487856254,3.35659550379576,1.71944348995451,0.977466931082686,0.851278988020325,2017-09-18,0.354692,0.354692,15,6,106,20,19,23,17,22,22,1.35569821950324,0.823082036226696,1.64869275977743,-0.456772015773842,-0.74027046051039,1.87852478942473,261,0.784307880531068,-1.27337244741929
"34",48.3333333333333,435,2017-09-18,2017-11-17,48.0833333333333,39.5454545454545,34,737,727,689,1.04943416302961,1.97434548793419,1.3525302651341,0.909185754859194,0.674606581840785,-0.0116657342079004,2017-10-18,0.435274625,0.435274625,12,5,82,20,18,22,17,22,22,1.35569821950324,0.580999084395315,1.49315570696824,-0.609029354365123,-0.865976765125362,0.817988055196444,291,1.07671761229493,-0.363194482737868
"35",41.1578947368421,391,2017-10-18,2017-12-17,35.1666666666667,31.4782608695652,35,725,758,738,0.495951574437209,0.79048146554104,0.595768534864264,0.797426067259839,0.950743959090754,0.340703360701958,2017-11-17,0.528511,0.528511,17,4,56,20,29,21,17,22,23,1.35569821950324,3.24391155454051,1.33761865415905,-0.355267123379655,-0.991683069740334,-0.330926740217529,321,1.36912734405879,0.689907150917942
"36",34.5263157894737,328,2017-11-17,2018-01-16,22.5454545454545,26.8695652173913,36,615,667,654,-0.0155800111078462,-0.366302969243119,0.163439197532257,-0.227037735734244,0.140147142002135,-0.263357944857799,2017-12-17,NA,0.546294229333333,13,5,40,20,29,20,17,22,21,1.35569821950324,3.24391155454051,1.18208160134985,-0.558276908168029,-0.865976765125362,-1.03795122970305,351,1.66153707582265,0.890768111702928
"37",37.5789473684211,357,2017-12-17,2018-02-15,24.8181818181818,24.1739130434783,37,491,524,523,0.219886909222418,-0.157998449173943,-0.0894326790204267,-1.38188784092757,-1.13364785627998,-1.20540593329028,2018-01-16,NA,0.564077458666667,6,11,32,19,18,19,17,22,20,1.20653826870215,0.580999084395315,1.02654454854066,-0.913544031547684,-0.111738937435531,-1.39146347444581,16,-1.6037049288738,1.09162907248792
"38",47.1578947368421,448,2018-01-16,2018-03-17,39.2727272727273,37.5652173913044,38,586,708,716,0.958765866120831,1.16681829846602,1.16676954643484,-0.497123647432684,0.505361092558546,0.18249682829345,2018-02-15,0.581860688,0.581860688,10,13,39,19,18,18,17,21,20,1.20653826870215,0.580999084395315,0.871007495731471,-0.71053424675931,0.139673671794413,-1.0821402602959,46,-1.31129519710994,1.2924900332729
"39",31.3684210526316,300,2018-02-15,2018-04-16,37.1428571428571,30.695652173913,39,614,720,660,-0.259166480415016,0.97160720537262,0.522354119090904,-0.23635104303419,0.612252980526276,-0.220210708746388,2018-03-17,NA,0.556787844166667,12,7,40,19,18,17,18,21,19,1.20653826870215,0.580999084395315,0.71547044292228,-0.609029354365123,-0.614564155895418,-1.03795122970305,76,-1.01888546534608,1.00929312861761
"40",23.7894736842105,228,2018-03-17,2018-05-16,27.1428571428571,28.695652173913,40,549,594,605,-0.843774006752222,0.0550673170682435,0.334739501003429,-0.841716017530694,-0.510111843134889,-0.615727039767658,2018-04-16,NA,0.531715000333333,10,5,45,20,22,19,18,21,19,1.35569821950324,1.54933089172084,1.02654454854066,-0.71053424675931,-0.865976765125362,-0.817006076738826,106,-0.726475733582215,0.72609622396231
"41",18.1111111111111,163,2018-04-16,2018-06-15,15.6,24.3478260869565,41,423,421,455,-1.28177856545085,-1.00288158257452,-0.0731183644041245,-2.01519273732392,-2.05113656133633,-1.69440794255294,2018-05-16,NA,0.5066421565,7,2,34,20,22,22,17,21,19,1.35569821950324,1.54933089172084,1.49315570696824,-0.862791585350591,-1.24309567897028,-1.30308541326012,136,-0.434066001818354,0.442899319307015
"42",14.8888888888889,134,2018-05-16,2018-07-15,16.1052631578947,16.695652173913,42,437,408,337,-1.53032698135502,-0.956572198744406,-0.790948207521419,-1.88480643512467,-2.1669361066347,-2.54297025274403,2018-06-15,NA,0.481569312666667,6,0,23,19,17,20,17,21,17,1.20653826870215,0.338916132563934,1.18208160134985,-0.913544031547684,-1.49450828820022,-1.78916474978142,166,-0.141656270054493,0.15970241465172
"43",20.5555555555556,185,2018-06-15,2018-08-14,23.7894736842105,24,43,621,579,436,-1.09322459476493,-0.252283652994727,-0.105746993636729,-0.171157891934567,-0.643726703094551,-1.83104085690574,2018-07-15,NA,0.456496468833333,10,1,32,16,17,18,17,21,17,0.75905841629888,0.338916132563934,0.871007495731471,-0.71053424675931,-1.36880198358525,-1.39146347444581,196,0.150753461709368,-0.123494490003576
"44",28.4444444444444,257,2018-07-15,2018-09-13,20.6315789473684,23.0434782608696,44,563,504,420,-0.484709507551284,-0.541717301932951,-0.195475724026391,-0.711329715331447,-1.31180100289286,-1.94610015320284,2018-08-14,0.431423625,0.431423625,10,2,37,16,17,18,17,21,17,0.75905841629888,0.338916132563934,0.871007495731471,-0.71053424675931,-1.24309567897028,-1.17051832148159,226,0.44316319347323,-0.406691394658871
"45",26.9411764705882,230,2018-08-14,2018-10-13,18.5263157894737,21.0434782608696,45,420,372,383,-0.600665157973106,-0.734673067891767,-0.383090342113865,-2.04313265922376,-2.48761177053789,-2.21217477588987,2018-09-13,NA,NA,4,3,34,18,17,19,17,23,19,1.05737831790106,0.338916132563934,1.02654454854066,-1.01504892394187,-1.11738937435531,-1.30308541326012,256,0.735572925237091,NA
